date,timestamp,unix_timestamp,asset,open,high,low,close,volume,mid_price,price_range,price_range_pct,return_1d,return_1d_bps,log_return_1d,return_overnight,return_intraday,volatility_7d,volatility_14d,volatility_30d,sma_7,sma_14,sma_30,price_vs_sma_7,price_vs_sma_14,price_vs_sma_30,price_percentile_30d,price_percentile_60d,price_percentile_90d,implied_move_1d,support_level,resistance_level,distance_to_support,distance_to_resistance,gap_size,gap_size_pct,is_gap_up,is_gap_down,volume_ratio,dollar_volume,vwap_approx,upper_wick,lower_wick,body_size,body_size_pct,is_local_high,is_local_low
2025-07-10,2025-07-10T00:00:00Z,1752105600,ETH,2768.75,2999.39,2756.06,2951.28,950790.0,2877.725,243.32999999999993,8.244897129381147,0.06608292334034105,660.8292334034105,0.06399111196807689,0.00014810319541669537,0.06592505643340865,68.2088936584137,62.22604673815108,63.97188253789391,2638.7599999999998,2563.1092857142858,2522.525,11.843441616516866,15.144524521416935,16.997056520748064,100.0,100.0,100.0,9882.188044524888,2115.47,2999.39,28.320254262557278,1.6301401425821906,0.4099999999998545,0.014810319541669538,False,False,1.8274114602019373,2806047511.2000003,2902.2433333333333,48.10999999999967,12.690000000000055,182.5300000000002,6.18477406413489,False,False
2025-07-11,2025-07-11T00:00:00Z,1752192000,ETH,2951.4,3038.89,2916.51,2957.85,907980.0,2977.7,122.37999999999965,4.137464712544573,0.002226152720175456,22.26152720175456,0.002223678513502903,4.066032365613932e-05,0.0021854035373042686,55.90295120374266,62.25972274869945,63.653907804111256,2703.0185714285717,2601.3385714285714,2528.7173333333335,9.427661032929837,13.704922246074409,16.97036916739869,100.0,100.0,100.0,9854.958155569155,2115.47,3038.89,28.479469885220688,2.739827915546764,0.11999999999989086,0.004066032365613932,False,False,1.738716921203239,2685668643.0,2971.0833333333335,81.03999999999996,34.88999999999987,6.449999999999818,0.2180637963385506,True,False
2025-07-12,2025-07-12T00:00:00Z,1752278400,BTC,117535.6,118206.6,116951.2,117419.5,32189.999999999996,117578.9,1255.4000000000087,1.069158018898061,,,,,-0.0009877858282937749,,,,,,,,,,,,,,,,,,,,False,False,,3779733704.9999995,117525.76666666666,671.0,468.3000000000029,116.10000000000582,0.09887625138925461,False,False
2025-07-12,2025-07-12T00:00:00Z,1752278400,ETH,2958.21,2979.39,2904.98,2942.42,348900.0,2942.185,74.40999999999985,2.5288707934285335,-0.005216626941866531,-52.16626941866531,-0.005230281046472311,0.00012171002586342354,-0.005337687317668443,58.13576459767543,62.94224284206001,61.23836012727048,2763.887142857143,2637.5392857142856,2538.6763333333333,6.459484339085586,11.55928618531072,15.903707824641952,93.33333333333333,96.66666666666667,97.77777777777777,9431.522041903903,2189.67,3038.89,25.582683641356436,3.278593810536898,0.36000000000012733,0.012171002586342355,False,False,0.683411455221761,1026610338.0,2942.263333333334,21.179999999999836,37.440000000000055,15.789999999999964,0.5366331115204479,False,False
2025-07-13,2025-07-13T00:00:00Z,1752364800,BTC,117422.4,119441.6,117247.7,119090.6,33240.0,118344.65,2193.9000000000087,1.8422108881809385,0.014231878010041,142.31878010040998,0.014131555564999137,2.469777166479315e-05,0.014206829361348532,,,,,,,,,,,,,,,,,,2.8999999999941792,0.002469777166479315,False,False,,3958571544.0,118593.3,351.0,174.6999999999971,1668.2000000000116,1.4007822615722916,False,False
2025-07-13,2025-07-13T00:00:00Z,1752364800,ETH,2943.33,3019.36,2937.67,2971.92,357340.0,2978.5150000000003,81.69000000000005,2.748728094968911,0.010025761108203524,100.25761108203524,0.00997583657562064,0.00030926924096487054,0.009713487784244426,58.899257111922374,62.57816521739442,60.38864658727442,2821.2257142857147,2671.2000000000003,2551.779333333333,5.341447334441247,11.257861635220118,16.464615932046392,100.0,100.0,100.0,9393.900997714827,2377.17,3038.89,20.01231527093596,2.2534253950308147,0.9099999999998545,0.030926924096487056,False,False,0.7406957020413663,1061985892.8000001,2976.316666666667,47.440000000000055,5.6599999999998545,28.590000000000146,0.9620043608172544,False,False
2025-07-14,2025-07-14T00:00:00Z,1752451200,BTC,119092.2,123104.7,118913.7,119849.5,89940.0,121009.2,4191.0,3.4968856774538066,0.006372459287298904,63.724592872989035,0.006352241016561221,1.3435149373596814e-05,0.0063589387046339135,,,,,,,,,,,,,,,,,,1.5999999999912689,0.0013435149373596815,False,False,,10779264030.0,120622.63333333335,3255.199999999997,178.5,757.3000000000029,0.6318758109128557,True,False
2025-07-14,2025-07-14T00:00:00Z,1752451200,ETH,2972.44,3081.61,2963.35,3013.62,815550.0,3022.48,118.26000000000022,3.9241842037151407,0.014031333279496128,140.31333279496127,0.013933805361690072,0.0001749710624781225,0.013853938178735259,53.022772367141116,61.74539275618728,59.84984313144538,2888.557142857143,2708.8414285714284,2567.853666666667,4.329596090979672,11.251251853058953,17.35949127942258,100.0,100.0,100.0,9440.719053095594,2382.19,3081.61,20.952542125417267,2.2560906816387014,0.5199999999999818,0.017497106247812252,False,False,1.6357575469887928,2457757791.0,3019.5266666666666,67.99000000000024,9.090000000000146,41.179999999999836,1.3664629249872193,False,False
2025-07-15,2025-07-15T00:00:00Z,1752537600,BTC,119846.7,119944.0,115774.0,117762.3,113790.0,117859.0,4170.0,3.5410313827090674,-0.017415174865143324,-174.15174865143322,-0.017568602950338706,-2.3362633970128457e-05,-0.017392218559209343,,,,,,,,,,,,,,,,,,-2.8000000000029104,-0.0023362633970128457,False,False,,13400172117.0,117826.76666666666,97.30000000000291,1988.300000000003,2084.399999999994,1.7700061904361533,False,True
2025-07-15,2025-07-15T00:00:00Z,1752537600,ETH,3013.61,3141.62,2935.09,3138.83,863340.0,3038.355,206.52999999999975,6.579840258949983,0.04154803857155187,415.4803857155187,0.04070810506378698,-3.3182683947423803e-06,0.041551494718958255,54.38161691274382,57.34949721506175,61.100256974530694,2963.465714285714,2761.242142857143,2587.561,5.9175405630280435,13.674565199564684,21.304579872706373,100.0,100.0,100.0,10038.397743207286,2382.19,3141.62,24.105797383101343,0.08888662335965833,-0.009999999999763531,-0.000331826839474238,False,False,1.6687284001206113,2709877492.2,3071.846666666667,2.7899999999999636,78.51999999999998,125.2199999999998,3.989384579604496,False,True
2025-07-16,2025-07-16T00:00:00Z,1752624000,BTC,117762.4,120028.0,117030.5,118683.2,60710.0,118529.25,2997.5,2.5256312603637245,0.007819989928865123,78.19989928865124,0.007789572281839812,8.491681972182001e-07,0.007819134120907886,,,,,,,,,,,,,,,,,,0.09999999999126885,8.491681972182002e-05,False,False,,7205257072.0,118580.56666666667,1344.800000000003,731.8999999999942,920.8000000000029,0.7758469606481818,False,False
2025-07-16,2025-07-16T00:00:00Z,1752624000,ETH,3137.89,3424.0,3101.16,3374.5,1140000.0,3262.58,322.84000000000015,9.567046969921474,0.0750821165848421,750.821165848421,0.07239704618303136,-0.00029947464501105654,0.07540417286775512,61.05511379151972,58.95734497414673,65.33022906095385,3050.06,2818.6764285714285,2615.411,10.637167793420458,19.719311014009367,29.023698378572238,100.0,100.0,100.0,11539.239335857614,2382.19,3424.0,29.40613424210994,1.4668839828122684,-0.9400000000000546,-0.029947464501105654,False,False,2.1400734383095674,3846930000.0,3299.8866666666668,49.5,36.73000000000002,236.61000000000013,7.011705437842647,False,False
2025-07-17,2025-07-17T00:00:00Z,1752710400,BTC,118680.6,120944.5,117489.7,119194.9,55750.0,119217.1,3454.800000000003,2.8984461583507373,0.004311477951386422,43.11477951386422,0.004302210159362064,-2.1907060139861992e-05,0.004333479945332164,,,,,,,,,,,,,,,,,,-2.599999999991269,-0.002190706013986199,False,False,,6645115675.0,119209.7,1749.6000000000058,1190.9000000000087,514.2999999999884,0.4314781924394319,True,False
2025-07-17,2025-07-17T00:00:00Z,1752710400,ETH,3372.8,3520.81,3315.34,3472.8,974190.0,3418.075,205.4699999999998,5.916551485832752,0.029130241517261846,291.30241517261845,0.02871401980192264,-0.0005037783375314322,0.029648956356736242,52.7022871435449,58.730990036765874,65.17281403740293,3124.5628571428574,2881.6614285714286,2647.5206666666663,11.145147618363982,20.513810733193107,31.171780591703307,100.0,100.0,100.0,11846.766102277412,2382.19,3520.81,31.404342317438385,1.3824579589956163,-1.699999999999818,-0.050377833753143225,False,False,1.7997860630615152,3383167032.0,3436.316666666667,48.00999999999976,57.460000000000036,100.0,2.8795208477309373,False,False
2025-07-18,2025-07-18T00:00:00Z,1752796800,BTC,119196.4,120801.2,116839.2,117940.3,66900.0,118820.2,3962.0,3.3593267102084696,-0.010525618126278835,-105.25618126278835,-0.01058140424564178,1.2584431045288012e-05,-0.010538069941709576,,,,118562.90000000001,,,-0.5251221081805572,,,,,,,,,,,1.5,0.0012584431045288011,False,False,,7890206070.0,118526.90000000001,1604.800000000003,1101.1000000000058,1256.0999999999913,1.0650303585797147,False,False
2025-07-18,2025-07-18T00:00:00Z,1752796800,ETH,3478.49,3672.84,3462.76,3545.6,1160000.0,3567.8,210.07999999999993,5.925090252707579,0.02096291177148113,209.6291177148113,0.02074621312752609,0.001638447362358788,0.019292854083237304,49.67939045945533,50.85961085009589,65.22819312969442,3208.5271428571427,2955.772857142857,2681.528,10.505532355967514,19.955090305122038,32.22312054917943,100.0,100.0,100.0,12105.3863539999,2382.19,3672.84,32.81278203971119,3.5886732851985625,5.6899999999996,0.1638447362358788,False,False,2.059933407325194,4112896000.0,3560.4,127.24000000000024,15.729999999999563,67.11000000000013,1.8927685018050577,False,False
2025-07-19,2025-07-19T00:00:00Z,1752883200,BTC,117942.3,118508.2,117308.6,117848.4,23560.0,117908.4,1199.5999999999913,1.0179179352456134,-0.0007792077856340063,-7.792077856340063,-0.0007795115258153285,1.695773200509071e-05,-0.0007961520167065483,21.14929992037002,,,118624.17142857143,,,-0.6539741599279,,,,,,,,,,,2.0,0.0016957732005090712,False,False,,2776508304.0,117888.39999999998,565.8999999999942,539.7999999999884,93.90000000000873,0.07967863797897021,False,False
2025-07-19,2025-07-19T00:00:00Z,1752883200,ETH,3546.93,3607.68,3509.99,3592.05,381790.0,3558.835,97.69000000000005,2.7196169318355827,0.013100744584837676,131.00744584837676,0.013015672034126829,0.000375112815884456,0.012720860011333842,43.999439140530846,49.904711637788004,65.04339755933309,3301.3314285714287,3032.6092857142858,2717.2256666666667,8.806100742038279,18.447503835099106,32.195497932511316,100.0,100.0,100.0,12229.231314196473,2382.19,3672.84,33.68160242758314,2.2491335031527946,1.3299999999999272,0.0375112815884456,False,False,0.6728410980744163,1371408769.5,3569.906666666667,15.629999999999654,36.940000000000055,45.120000000000346,1.256107236814642,False,False
2025-07-20,2025-07-20T00:00:00Z,1752969600,BTC,117848.4,118860.0,116515.2,117297.2,40070.0,117687.6,2344.800000000003,1.999024699651827,-0.004677195447710725,-46.77195447710724,-0.00468816775278413,0.0,-0.004677195447710763,17.874853080134994,,,118367.97142857143,,,-0.904612468768702,,,,,,,,,,,0.0,0.0,False,False,,4700098804.0,117557.46666666667,1011.6000000000058,782.0,551.1999999999971,0.4699174404845104,False,False
