"Date","Price","Open","High","Low","Vol.","Change %"
"08-01-2025","3,327.01","3,385.48","3,414.85","3,218.30","584.81K","-1.58%"
"07-01-2025","3,380.44","3,684.00","3,700.67","3,358.95","541.55K","-8.33%"
"06-01-2025","3,687.73","3,638.58","3,742.05","3,611.01","329.63K","1.45%"
"05-01-2025","3,634.99","3,656.88","3,672.24","3,596.53","155.69K","-0.58%"
"04-01-2025","3,656.02","3,609.51","3,669.59","3,575.02","229.16K","1.31%"
"03-01-2025","3,608.78","3,455.23","3,626.00","3,424.79","334.01K","4.45%"
"02-01-2025","3,455.13","3,360.60","3,494.62","3,355.52","338.64K","2.83%"
"01-01-2025","3,360.04","3,336.14","3,373.00","3,315.72","190.21K","0.68%"
"31-12-2024","3,337.43","3,361.70","3,449.15","3,317.12","303.12K","-0.71%"
"30-12-2024","3,361.41","3,354.01","3,437.12","3,305.57","420.76K","0.17%"
"29-12-2024","3,355.67","3,406.53","3,412.40","3,327.25","156.22K","-1.44%"
"28-12-2024","3,404.65","3,333.87","3,427.77","3,322.30","175.99K","2.11%"
"27-12-2024","3,334.20","3,334.42","3,439.10","3,308.68","342.63K","-0.05%"
"26-12-2024","3,335.92","3,497.20","3,512.64","3,304.88","310.14K","-4.60%"
"25-12-2024","3,496.59","3,490.78","3,546.50","3,442.66","219.93K","0.09%"
"24-12-2024","3,493.29","3,420.03","3,539.52","3,359.78","315.48K","2.09%"
"23-12-2024","3,421.92","3,282.64","3,463.52","3,220.24","488.20K","4.28%"
"22-12-2024","3,281.56","3,337.88","3,401.89","3,223.32","361.96K","-1.71%"
"21-12-2024","3,338.56","3,470.50","3,555.18","3,294.13","475.29K","-3.90%"
"20-12-2024","3,474.20","3,418.72","3,496.32","3,103.74","1.33M","1.62%"
"19-12-2024","3,418.88","3,632.02","3,719.54","3,337.17","1.08M","-5.76%"
"18-12-2024","3,627.80","3,894.85","3,902.36","3,620.60","722.05K","-6.81%"
"17-12-2024","3,892.80","3,987.61","4,040.79","3,851.36","450.66K","-2.36%"
"16-12-2024","3,987.04","3,960.00","4,102.92","3,885.99","673.41K","0.68%"
"15-12-2024","3,960.00","3,867.39","3,973.52","3,832.00","253.82K","2.29%"
"14-12-2024","3,871.19","3,909.37","3,942.99","3,828.23","265.57K","-0.91%"
"13-12-2024","3,906.81","3,881.69","3,966.55","3,853.79","387.76K","0.65%"
"12-12-2024","3,881.61","3,831.81","3,985.39","3,797.60","572.14K","1.31%"
"11-12-2024","3,831.49","3,630.79","3,848.09","3,564.80","461.81K","5.58%"
"10-12-2024","3,629.00","3,711.63","3,778.62","3,521.81","942.26K","-2.42%"
"09-12-2024","3,719.10","4,005.00","4,005.00","3,550.50","939.65K","-7.09%"
"08-12-2024","4,002.82","3,998.99","4,015.19","3,924.72","251.18K","0.17%"
"07-12-2024","3,996.22","4,000.00","4,024.00","3,969.34","283.95K","-0.07%"
"06-12-2024","3,998.87","3,789.68","4,084.99","3,780.60","803.85K","5.65%"
"05-12-2024","3,785.10","3,837.01","3,950.20","3,696.01","946.48K","-1.33%"
"04-12-2024","3,836.01","3,617.68","3,885.59","3,616.20","968.74K","6.11%"
"03-12-2024","3,615.01","3,643.07","3,669.34","3,510.60","678.40K","-0.78%"
"02-12-2024","3,643.49","3,712.99","3,756.40","3,561.78","737.15K","-1.73%"
"01-12-2024","3,707.80","3,703.60","3,743.82","3,660.79","429.06K","0.14%"
"30-11-2024","3,702.78","3,591.73","3,733.17","3,573.00","503.68K","3.08%"
"29-11-2024","3,592.04","3,582.35","3,642.94","3,538.99","425.50K","0.38%"
"28-11-2024","3,578.34","3,653.20","3,661.31","3,530.70","561.02K","-2.06%"
"27-11-2024","3,653.79","3,323.85","3,684.66","3,303.79","754.03K","9.84%"
"26-11-2024","3,326.42","3,417.90","3,460.29","3,254.47","672.46K","-2.51%"
"25-11-2024","3,412.00","3,360.57","3,544.64","3,301.61","949.33K","1.50%"
"24-11-2024","3,361.56","3,392.05","3,448.61","3,285.33","479.05K","-0.96%"
"23-11-2024","3,394.01","3,327.77","3,495.03","3,317.00","721.09K","1.99%"
"22-11-2024","3,327.78","3,355.36","3,424.45","3,261.15","603.25K","-0.85%"
"21-11-2024","3,356.41","3,069.96","3,386.47","3,034.34","974.88K","9.34%"
"20-11-2024","3,069.70","3,106.85","3,158.30","3,031.00","503.59K","-1.17%"
"19-11-2024","3,105.96","3,213.01","3,219.69","3,066.31","500.17K","-3.17%"
"18-11-2024","3,207.50","3,072.60","3,220.60","3,052.17","640.63K","4.30%"
"17-11-2024","3,075.35","3,133.27","3,160.09","3,037.37","449.86K","-1.81%"
"16-11-2024","3,132.01","3,089.13","3,215.95","3,072.91","423.61K","1.38%"
"15-11-2024","3,089.44","3,056.62","3,128.50","3,015.75","519.69K","1.03%"
"14-11-2024","3,058.05","3,188.35","3,238.40","3,038.57","605.72K","-4.05%"
"13-11-2024","3,187.00","3,244.60","3,326.57","3,117.82","919.70K","-1.70%"
"12-11-2024","3,242.21","3,374.16","3,440.00","3,209.12","973.09K","-3.85%"
"11-11-2024","3,372.20","3,182.99","3,384.62","3,107.60","1.00M","5.84%"
"10-11-2024","3,186.01","3,126.21","3,247.62","3,076.65","865.54K","1.86%"
"09-11-2024","3,127.73","2,961.31","3,153.35","2,954.56","526.42K","5.61%"
"08-11-2024","2,961.67","2,896.11","2,981.55","2,887.19","568.87K","2.33%"
"07-11-2024","2,894.11","2,719.39","2,914.90","2,700.01","730.98K","6.33%"
"06-11-2024","2,721.86","2,422.49","2,740.39","2,422.02","1.00M","12.36%"
"05-11-2024","2,422.47","2,397.30","2,478.69","2,380.75","331.52K","0.98%"
"04-11-2024","2,398.93","2,457.01","2,490.15","2,362.88","306.32K","-2.39%"
"03-11-2024","2,457.72","2,494.21","2,496.34","2,411.71","276.13K","-1.39%"
"02-11-2024","2,492.40","2,512.33","2,523.45","2,472.09","145.88K","-0.78%"
"01-11-2024","2,511.92","2,518.44","2,584.16","2,471.50","430.21K","-0.29%"
"31-10-2024","2,519.13","2,659.49","2,668.37","2,506.61","403.42K","-5.25%"
"30-10-2024","2,658.58","2,638.79","2,719.91","2,600.60","460.63K","0.76%"
"29-10-2024","2,638.60","2,567.90","2,679.57","2,561.31","451.87K","2.77%"
"28-10-2024","2,567.41","2,507.81","2,587.60","2,473.10","360.63K","2.40%"
"27-10-2024","2,507.34","2,482.51","2,525.39","2,465.70","137.26K","1.00%"
"26-10-2024","2,482.50","2,445.47","2,506.42","2,430.73","249.60K","1.69%"
"25-10-2024","2,441.15","2,537.60","2,564.09","2,387.00","514.66K","-3.73%"
"24-10-2024","2,535.82","2,524.30","2,561.81","2,509.01","290.85K","0.44%"
"23-10-2024","2,524.60","2,625.55","2,625.55","2,463.69","352.65K","-3.75%"
"22-10-2024","2,622.94","2,666.70","2,671.34","2,607.57","265.74K","-1.64%"
"21-10-2024","2,666.71","2,747.03","2,766.09","2,656.61","310.72K","-2.93%"
"20-10-2024","2,747.32","2,648.90","2,757.57","2,635.79","257.07K","3.78%"
"19-10-2024","2,647.34","2,641.95","2,662.61","2,631.20","105.24K","0.21%"
"18-10-2024","2,641.71","2,603.60","2,675.23","2,596.72","292.46K","1.39%"
"17-10-2024","2,605.59","2,613.99","2,647.10","2,578.04","221.62K","-0.21%"
"16-10-2024","2,611.11","2,607.66","2,645.39","2,589.74","260.32K","0.13%"
"15-10-2024","2,607.79","2,631.24","2,681.64","2,540.19","416.27K","-0.87%"
"14-10-2024","2,630.59","2,469.09","2,651.31","2,444.56","435.92K","6.55%"
"13-10-2024","2,468.92","2,477.54","2,484.10","2,437.40","120.05K","-0.30%"
"12-10-2024","2,476.44","2,438.95","2,489.50","2,434.36","139.64K","1.64%"
"11-10-2024","2,436.54","2,385.11","2,470.58","2,382.24","235.23K","2.14%"
"10-10-2024","2,385.48","2,370.84","2,417.71","2,333.01","257.91K","0.65%"
"09-10-2024","2,370.02","2,441.59","2,472.00","2,355.19","242.07K","-2.90%"
"08-10-2024","2,440.89","2,422.71","2,461.83","2,403.23","201.37K","0.75%"
"07-10-2024","2,422.65","2,440.06","2,520.01","2,407.01","300.39K","-0.72%"
"06-10-2024","2,440.21","2,415.46","2,455.87","2,407.13","105.77K","1.04%"
"05-10-2024","2,415.00","2,414.41","2,427.29","2,390.06","103.73K","0.02%"
"04-10-2024","2,414.41","2,349.91","2,440.70","2,339.92","239.39K","2.76%"
"03-10-2024","2,349.61","2,364.11","2,402.61","2,311.65","314.64K","-0.68%"
"02-10-2024","2,365.60","2,446.37","2,498.64","2,355.11","317.49K","-3.43%"
"01-10-2024","2,449.59","2,602.23","2,656.69","2,422.10","502.87K","-5.91%"
"30-09-2024","2,603.52","2,658.21","2,661.60","2,579.29","282.42K","-2.04%"
"29-09-2024","2,657.61","2,676.34","2,683.69","2,634.65","160.55K","-0.68%"
"28-09-2024","2,675.70","2,694.87","2,703.75","2,651.37","137.25K","-0.70%"
"27-09-2024","2,694.48","2,631.66","2,726.62","2,615.92","281.90K","2.37%"
"26-09-2024","2,632.01","2,579.01","2,664.98","2,560.45","278.65K","2.00%"
"25-09-2024","2,580.31","2,652.87","2,672.00","2,557.87","220.35K","-2.72%"
"24-09-2024","2,652.37","2,648.16","2,669.17","2,592.99","288.58K","0.18%"
"23-09-2024","2,647.60","2,579.79","2,701.54","2,544.89","333.27K","2.58%"
"22-09-2024","2,580.99","2,613.27","2,631.28","2,527.75","214.27K","-1.23%"
"21-09-2024","2,613.15","2,562.48","2,619.74","2,530.09","154.80K","2.02%"
"20-09-2024","2,561.40","2,466.36","2,570.48","2,438.99","340.75K","3.93%"
"19-09-2024","2,464.47","2,375.00","2,491.51","2,373.31","326.81K","3.90%"
"18-09-2024","2,372.02","2,339.53","2,372.02","2,279.09","292.33K","1.29%"
"17-09-2024","2,341.77","2,294.77","2,392.39","2,264.55","274.21K","2.01%"
"16-09-2024","2,295.67","2,314.15","2,334.19","2,254.43","330.59K","-0.92%"
"15-09-2024","2,317.10","2,418.19","2,428.61","2,295.26","174.22K","-4.15%"
"14-09-2024","2,417.54","2,438.65","2,440.35","2,384.43","123.16K","-0.89%"
"13-09-2024","2,439.20","2,361.73","2,459.28","2,337.80","253.89K","3.28%"
"12-09-2024","2,361.76","2,339.90","2,387.39","2,316.36","202.64K","0.92%"
"11-09-2024","2,340.20","2,388.40","2,388.40","2,278.77","282.93K","-1.99%"
"10-09-2024","2,387.79","2,358.59","2,396.91","2,324.00","224.39K","1.19%"
"09-09-2024","2,359.63","2,297.00","2,377.63","2,274.40","321.72K","2.76%"
"08-09-2024","2,296.15","2,273.71","2,332.33","2,243.26","192.68K","0.99%"
"07-09-2024","2,273.58","2,225.95","2,310.54","2,222.80","219.45K","2.15%"
"06-09-2024","2,225.63","2,368.80","2,407.29","2,151.55","642.98K","-6.06%"
"05-09-2024","2,369.14","2,451.43","2,465.65","2,351.60","278.59K","-3.33%"
"04-09-2024","2,450.71","2,426.60","2,488.75","2,318.34","384.20K","1.14%"
"03-09-2024","2,423.11","2,538.33","2,551.76","2,419.75","224.61K","-4.53%"
"02-09-2024","2,538.15","2,427.14","2,560.51","2,425.62","262.63K","4.56%"
"01-09-2024","2,427.40","2,513.01","2,515.79","2,403.65","223.11K","-3.43%"
"31-08-2024","2,513.60","2,526.39","2,532.96","2,493.87","97.91K","-0.47%"
"30-08-2024","2,525.48","2,526.20","2,540.80","2,437.08","338.41K","-0.13%"
"29-08-2024","2,528.71","2,528.87","2,594.59","2,509.60","236.98K","0.04%"
"28-08-2024","2,527.60","2,456.11","2,553.00","2,421.62","451.36K","2.84%"
"27-08-2024","2,457.88","2,680.21","2,699.73","2,395.19","412.60K","-8.29%"
"26-08-2024","2,680.16","2,746.12","2,761.65","2,668.68","211.92K","-2.48%"
"25-08-2024","2,748.28","2,767.87","2,792.09","2,734.80","154.39K","-0.74%"
"24-08-2024","2,768.89","2,762.80","2,818.20","2,735.85","263.50K","0.21%"
"23-08-2024","2,762.97","2,623.75","2,794.80","2,622.01","401.67K","5.34%"
"22-08-2024","2,622.89","2,631.40","2,644.17","2,587.38","199.06K","-0.30%"
"21-08-2024","2,630.70","2,573.87","2,658.99","2,541.79","245.31K","2.26%"
"20-08-2024","2,572.45","2,638.39","2,692.61","2,557.87","281.33K","-2.45%"
"19-08-2024","2,637.09","2,611.22","2,647.60","2,565.15","224.90K","0.96%"
"18-08-2024","2,612.07","2,614.53","2,682.00","2,596.78","174.01K","-0.09%"
"17-08-2024","2,614.32","2,592.68","2,626.61","2,588.30","89.36K","0.85%"
"16-08-2024","2,592.40","2,569.90","2,627.41","2,552.90","270.83K","0.90%"
"15-08-2024","2,569.39","2,662.40","2,675.15","2,525.11","356.40K","-3.52%"
"14-08-2024","2,663.00","2,702.86","2,761.71","2,635.90","338.82K","-1.46%"
"13-08-2024","2,702.44","2,720.19","2,737.49","2,612.80","325.67K","-0.74%"
"12-08-2024","2,722.60","2,555.00","2,747.27","2,518.40","483.39K","6.62%"
"11-08-2024","2,553.49","2,609.92","2,713.55","2,546.00","297.10K","-2.18%"
"10-08-2024","2,610.29","2,598.78","2,640.29","2,579.83","170.99K","0.44%"
"09-08-2024","2,598.85","2,682.13","2,703.76","2,556.88","407.52K","-3.17%"
"08-08-2024","2,683.80","2,338.48","2,716.33","2,322.95","585.85K","14.56%"
"07-08-2024","2,342.80","2,461.87","2,550.38","2,311.81","630.10K","-4.84%"
"06-08-2024","2,461.86","2,419.42","2,548.20","2,419.42","642.24K","1.91%"
"05-08-2024","2,415.80","2,692.25","2,696.88","2,166.41","2.67M","-10.14%"
"04-08-2024","2,688.48","2,902.91","2,931.21","2,638.92","511.99K","-7.44%"
"03-08-2024","2,904.64","2,985.65","3,017.52","2,863.50","344.34K","-2.87%"
"02-08-2024","2,990.32","3,203.31","3,217.30","2,967.31","385.83K","-6.70%"
"01-08-2024","3,204.97","3,232.03","3,242.01","3,082.02","323.23K","-0.83%"
"31-07-2024","3,231.71","3,279.54","3,348.60","3,216.40","233.69K","-1.44%"
"30-07-2024","3,278.89","3,320.20","3,366.00","3,237.57","197.29K","-1.18%"
"29-07-2024","3,318.13","3,270.94","3,396.64","3,260.59","318.46K","1.47%"
"28-07-2024","3,270.16","3,248.80","3,282.49","3,201.61","103.53K","0.72%"
"27-07-2024","3,246.82","3,274.63","3,326.80","3,199.83","231.98K","-0.86%"
"26-07-2024","3,275.06","3,174.90","3,285.71","3,173.00","260.24K","3.14%"
"25-07-2024","3,175.47","3,336.08","3,342.00","3,088.93","494.29K","-4.79%"
"24-07-2024","3,335.11","3,482.51","3,487.00","3,311.63","275.47K","-4.23%"
"23-07-2024","3,482.51","3,439.52","3,537.86","3,396.68","500.60K","1.24%"
"22-07-2024","3,439.99","3,536.40","3,559.60","3,424.79","207.82K","-2.70%"
"21-07-2024","3,535.49","3,518.99","3,544.64","3,415.67","218.98K","0.53%"
"20-07-2024","3,517.01","3,505.29","3,538.21","3,480.00","147.41K","0.36%"
"19-07-2024","3,504.45","3,425.62","3,539.40","3,377.86","299.51K","2.29%"
"18-07-2024","3,425.89","3,389.78","3,489.45","3,374.60","241.99K","1.12%"
"17-07-2024","3,387.80","3,444.96","3,514.60","3,378.58","297.82K","-1.60%"
"16-07-2024","3,442.95","3,483.39","3,494.49","3,347.78","376.17K","-1.20%"
"15-07-2024","3,484.73","3,245.99","3,490.81","3,233.69","314.20K","7.44%"
"14-07-2024","3,243.40","3,176.40","3,265.73","3,165.30","165.29K","2.15%"
"13-07-2024","3,174.99","3,134.08","3,200.00","3,113.38","119.26K","1.33%"
"12-07-2024","3,133.22","3,101.41","3,157.41","3,048.54","185.75K","1.08%"
"11-07-2024","3,099.80","3,099.60","3,214.00","3,057.59","289.23K","-0.04%"
"10-07-2024","3,101.11","3,066.17","3,149.76","3,026.33","270.83K","1.18%"
"09-07-2024","3,064.94","3,017.01","3,108.71","3,004.55","280.36K","1.50%"
"08-07-2024","3,019.60","2,932.16","3,083.99","2,825.98","500.48K","3.06%"
"07-07-2024","2,930.08","3,067.60","3,072.19","2,923.28","179.83K","-4.52%"
"06-07-2024","3,068.81","2,980.82","3,080.08","2,955.53","214.47K","2.94%"
"05-07-2024","2,981.23","3,057.30","3,108.73","2,822.15","887.16K","-2.50%"
"04-07-2024","3,057.66","3,299.40","3,313.21","3,051.85","450.24K","-7.20%"
"03-07-2024","3,295.01","3,421.70","3,432.09","3,256.63","310.43K","-3.70%"
"02-07-2024","3,421.70","3,443.16","3,463.92","3,403.01","137.80K","-0.61%"
"01-07-2024","3,442.69","3,439.79","3,522.02","3,426.67","224.26K","0.14%"
"30-06-2024","3,437.81","3,378.33","3,459.10","3,356.73","141.20K","1.75%"
"29-06-2024","3,378.59","3,382.14","3,408.32","3,374.80","88.32K","-0.05%"
"28-06-2024","3,380.14","3,450.09","3,487.03","3,369.68","221.63K","-2.04%"
"27-06-2024","3,450.44","3,372.00","3,472.60","3,364.00","201.09K","2.37%"
"26-06-2024","3,370.61","3,394.90","3,424.69","3,328.48","206.90K","-0.72%"
"25-06-2024","3,395.00","3,351.31","3,425.01","3,337.16","240.15K","1.28%"
"24-06-2024","3,352.21","3,418.98","3,433.21","3,245.99","543.32K","-2.00%"
"23-06-2024","3,420.73","3,496.07","3,520.18","3,410.21","133.35K","-2.15%"
"22-06-2024","3,495.85","3,519.48","3,520.79","3,476.00","115.79K","-0.63%"
"21-06-2024","3,517.92","3,513.59","3,543.06","3,447.55","342.16K","0.14%"
"20-06-2024","3,512.87","3,560.59","3,624.42","3,486.66","329.14K","-1.36%"
"19-06-2024","3,561.32","3,485.07","3,585.77","3,466.80","321.51K","2.20%"
"18-06-2024","3,484.60","3,512.40","3,515.81","3,373.00","449.90K","-0.77%"
"17-06-2024","3,511.47","3,625.44","3,637.00","3,470.79","337.81K","-3.14%"
"16-06-2024","3,625.14","3,568.00","3,650.01","3,541.47","149.82K","1.58%"
"15-06-2024","3,568.75","3,483.82","3,592.87","3,474.30","246.64K","2.50%"
"14-06-2024","3,481.79","3,469.20","3,530.93","3,368.18","322.32K","0.33%"
"13-06-2024","3,470.20","3,560.07","3,561.20","3,433.00","300.24K","-2.52%"
"12-06-2024","3,559.94","3,497.30","3,652.90","3,464.20","387.05K","1.77%"
"11-06-2024","3,498.00","3,666.06","3,672.99","3,433.02","439.57K","-4.63%"
"10-06-2024","3,667.86","3,705.86","3,711.90","3,650.39","156.34K","-1.04%"
"09-06-2024","3,706.32","3,681.31","3,718.96","3,668.45","103.45K","0.67%"
"08-06-2024","3,681.57","3,677.01","3,709.41","3,670.29","140.58K","0.09%"
"07-06-2024","3,678.31","3,812.70","3,840.90","3,607.76","362.22K","-3.53%"
"06-06-2024","3,812.93","3,866.41","3,878.44","3,765.31","237.53K","-1.35%"
"05-06-2024","3,865.15","3,811.99","3,885.19","3,778.06","273.70K","1.44%"
"04-06-2024","3,810.24","3,765.86","3,831.38","3,743.13","232.06K","1.15%"
"03-06-2024","3,767.07","3,780.92","3,849.56","3,759.01","248.90K","-0.40%"
"02-06-2024","3,782.10","3,816.67","3,838.40","3,753.56","210.25K","-0.89%"
"01-06-2024","3,815.93","3,765.83","3,832.37","3,753.29","132.67K","1.42%"
"31-05-2024","3,762.59","3,748.31","3,845.00","3,724.51","273.40K","0.39%"
"30-05-2024","3,747.91","3,767.15","3,824.91","3,703.70","277.03K","-0.58%"
"29-05-2024","3,769.65","3,847.76","3,886.39","3,745.70","334.76K","-1.97%"
"28-05-2024","3,845.56","3,894.21","3,929.20","3,775.00","416.24K","-1.25%"
"27-05-2024","3,894.21","3,826.84","3,975.99","3,824.23","363.80K","1.79%"
"26-05-2024","3,825.90","3,749.15","3,881.59","3,733.80","291.93K","2.04%"
"25-05-2024","3,749.26","3,728.90","3,776.60","3,709.61","158.71K","0.56%"
"24-05-2024","3,728.27","3,780.71","3,829.20","3,635.24","479.42K","-1.51%"
"23-05-2024","3,785.60","3,744.17","3,941.40","3,645.94","1.13M","1.24%"
"22-05-2024","3,739.09","3,789.99","3,810.52","3,654.56","575.16K","-1.36%"
"21-05-2024","3,790.49","3,671.75","3,832.99","3,630.79","952.23K","3.53%"
"20-05-2024","3,661.15","3,071.09","3,679.31","3,048.29","847.07K","19.18%"
"19-05-2024","3,072.06","3,125.06","3,135.98","3,058.30","165.67K","-1.63%"
"18-05-2024","3,122.86","3,087.66","3,145.53","3,084.69","200.01K","1.00%"
"17-05-2024","3,092.01","2,944.68","3,116.53","2,933.34","357.72K","4.99%"
"16-05-2024","2,944.95","3,032.56","3,040.59","2,924.15","294.01K","-2.96%"
"15-05-2024","3,034.71","2,883.59","3,041.10","2,864.41","350.18K","5.30%"
"14-05-2024","2,881.94","2,950.60","2,958.88","2,866.01","269.68K","-2.34%"
"13-05-2024","2,951.04","2,931.39","2,993.14","2,864.98","368.66K","0.74%"
"12-05-2024","2,929.29","2,911.66","2,953.85","2,903.15","107.67K","0.58%"
"11-05-2024","2,912.45","2,909.81","2,943.25","2,889.45","138.19K","0.09%"
"10-05-2024","2,909.81","3,037.21","3,052.88","2,882.69","327.84K","-4.16%"
"09-05-2024","3,036.24","2,975.73","3,057.01","2,953.13","238.56K","2.07%"
"08-05-2024","2,974.81","3,004.35","3,036.70","2,941.75","266.94K","-1.05%"
"07-05-2024","3,006.38","3,063.26","3,128.24","3,004.00","298.80K","-1.81%"
"06-05-2024","3,061.76","3,136.64","3,219.97","3,048.60","355.13K","-2.38%"
"05-05-2024","3,136.30","3,117.12","3,170.61","3,074.45","218.78K","0.61%"
"04-05-2024","3,117.21","3,102.98","3,166.10","3,095.38","196.27K","0.49%"
"03-05-2024","3,102.14","2,986.59","3,125.61","2,958.96","355.93K","3.85%"
"02-05-2024","2,987.02","2,974.37","3,014.49","2,896.96","365.92K","0.47%"
"01-05-2024","2,973.10","3,015.52","3,023.04","2,818.96","624.90K","-1.37%"
"30-04-2024","3,014.35","3,216.80","3,250.41","2,927.97","561.72K","-6.28%"
"29-04-2024","3,216.25","3,263.61","3,286.73","3,119.53","421.86K","-1.39%"
"28-04-2024","3,261.64","3,258.60","3,347.40","3,250.61","304.75K","0.19%"
"27-04-2024","3,255.55","3,131.39","3,282.99","3,073.92","323.81K","3.98%"
"26-04-2024","3,130.86","3,157.93","3,165.84","3,104.75","252.54K","-0.79%"
"25-04-2024","3,155.80","3,140.40","3,189.02","3,078.60","352.28K","0.47%"
"24-04-2024","3,141.01","3,218.80","3,292.33","3,112.07","393.27K","-2.46%"
"23-04-2024","3,220.10","3,198.09","3,262.50","3,153.79","253.99K","0.62%"
"22-04-2024","3,200.20","3,146.95","3,233.81","3,130.19","290.88K","1.66%"
"21-04-2024","3,147.81","3,156.13","3,195.40","3,116.79","219.97K","-0.28%"
"20-04-2024","3,156.64","3,056.30","3,168.88","3,020.78","242.56K","3.28%"
"19-04-2024","3,056.46","3,062.19","3,122.38","2,872.01","607.89K","-0.26%"
"18-04-2024","3,064.43","2,985.71","3,089.60","2,955.25","389.02K","2.63%"
"17-04-2024","2,985.80","3,084.00","3,123.75","2,917.57","491.77K","-3.17%"
"16-04-2024","3,083.39","3,098.14","3,124.97","2,998.02","526.13K","-0.56%"
"15-04-2024","3,100.80","3,144.77","3,272.89","3,030.63","605.44K","-1.64%"
"14-04-2024","3,152.35","3,005.75","3,168.41","2,914.00","739.18K","4.94%"
"13-04-2024","3,004.06","3,237.14","3,296.56","2,862.97","993.70K","-7.28%"
"12-04-2024","3,240.01","3,501.41","3,551.21","3,151.00","697.17K","-7.49%"
"11-04-2024","3,502.52","3,543.27","3,615.15","3,479.21","338.15K","-1.20%"
"10-04-2024","3,545.11","3,502.53","3,560.00","3,419.11","389.46K","1.09%"
"09-04-2024","3,507.03","3,695.39","3,723.80","3,459.95","457.55K","-5.09%"
"08-04-2024","3,694.93","3,457.27","3,727.81","3,409.59","496.78K","6.97%"
"07-04-2024","3,454.19","3,351.76","3,459.46","3,344.90","210.54K","3.05%"
"06-04-2024","3,352.00","3,318.61","3,394.80","3,307.21","183.16K","1.03%"
"05-04-2024","3,317.86","3,325.95","3,344.20","3,212.88","344.56K","-0.29%"
"04-04-2024","3,327.40","3,310.84","3,435.39","3,254.39","356.33K","0.51%"
"03-04-2024","3,310.63","3,278.01","3,366.80","3,203.14","410.54K","1.00%"
"02-04-2024","3,278.00","3,504.41","3,505.40","3,216.53","623.21K","-6.42%"
"01-04-2024","3,502.80","3,643.43","3,645.00","3,421.99","409.07K","-3.96%"
"31-03-2024","3,647.07","3,505.38","3,652.88","3,505.09","243.27K","4.00%"
"30-03-2024","3,506.80","3,511.54","3,564.01","3,487.64","215.98K","-0.08%"
"29-03-2024","3,509.73","3,560.61","3,583.15","3,475.00","323.11K","-1.40%"
"28-03-2024","3,559.40","3,500.51","3,609.71","3,470.60","404.65K","1.69%"
"27-03-2024","3,500.41","3,587.95","3,661.83","3,462.43","443.21K","-2.43%"
"26-03-2024","3,587.49","3,592.52","3,677.31","3,544.39","499.00K","-0.09%"
"25-03-2024","3,590.81","3,456.73","3,651.20","3,421.07","548.58K","3.92%"
"24-03-2024","3,455.34","3,328.55","3,469.60","3,300.71","260.94K","3.67%"
"23-03-2024","3,332.90","3,333.48","3,430.00","3,275.81","323.87K","-0.04%"
"22-03-2024","3,334.13","3,497.49","3,541.59","3,254.49","558.72K","-4.54%"
"21-03-2024","3,492.84","3,517.79","3,582.90","3,413.53","602.75K","-0.62%"
"20-03-2024","3,514.66","3,156.74","3,531.19","3,063.51","1.21M","11.05%"
"19-03-2024","3,165.05","3,518.66","3,546.25","3,151.22","1.05M","-10.09%"
"18-03-2024","3,520.33","3,640.38","3,641.65","3,454.80","570.90K","-3.41%"
"17-03-2024","3,644.70","3,533.44","3,678.10","3,421.54","517.79K","3.43%"
"16-03-2024","3,523.70","3,742.55","3,778.62","3,476.98","548.29K","-5.81%"
"15-03-2024","3,741.19","3,885.84","3,931.39","3,591.16","947.59K","-3.62%"
"14-03-2024","3,881.70","4,005.79","4,009.95","3,729.43","648.24K","-3.06%"
"13-03-2024","4,004.35","3,982.49","4,078.63","3,936.02","482.29K","0.61%"
"12-03-2024","3,979.94","4,065.39","4,091.67","3,844.53","632.80K","-2.10%"
"11-03-2024","4,065.25","3,878.39","4,082.00","3,755.60","721.50K","4.82%"
"10-03-2024","3,878.46","3,908.91","3,962.01","3,793.70","356.81K","-0.68%"
"09-03-2024","3,905.21","3,883.87","3,941.53","3,872.94","254.82K","0.56%"
"08-03-2024","3,883.29","3,868.88","3,991.96","3,825.15","646.43K","0.35%"
